,HomeTeam,AwayTeam,FTR,PredictedFTR
2410,Bolton,Arsenal,H,
2411,Charlton,Everton,NH,
2412,Fulham,Reading,NH,
2413,Liverpool,Man City,H,
2414,West Ham,Sheffield United,H,
2415,Man United,Chelsea,NH,
2416,Newcastle,Portsmouth,H,
2417,Tottenham,Wigan,H,
2418,Watford,Sheffield United,NH,
2419,Aston Villa,Man City,NH,
2420,Bolton,Chelsea,NH,
2421,Fulham,Arsenal,H,
2422,Liverpool,Portsmouth,NH,
2423,Man United,Everton,H,
2424,Arsenal,Tottenham,H,
2425,Blackburn,Fulham,H,
2426,Middlesbrough,Man United,NH,
2427,Portsmouth,Aston Villa,NH,
2428,Reading,Bolton,H,
2429,Sheffield United,Charlton,H,
2430,Wigan,Liverpool,NH,
2431,Everton,West Ham,H,
2432,Man City,Watford,NH,
2433,Charlton,Blackburn,H,
2434,Tottenham,Middlesbrough,H,
2435,Newcastle,Reading,H,
2436,West Ham,Wigan,NH,
2437,Blackburn,Newcastle,NH,
2438,Bolton,West Ham,H,
2439,Liverpool,Fulham,H,
2440,Man United,Man City,H,
2441,Middlesbrough,Wigan,NH,
2442,Portsmouth,Everton,H,
2443,Tottenham,Charlton,H,
2444,Watford,Reading,NH,
2445,Chelsea,Arsenal,NH,
2446,Sheffield United,Aston Villa,NH,
2447,Chelsea,Newcastle,H,
2448,Wigan,Arsenal,NH,
2449,Arsenal,Portsmouth,NH,
2450,Aston Villa,Bolton,NH,
2451,Charlton,Liverpool,NH,
2452,Newcastle,Watford,H,
2453,Reading,Blackburn,NH,
2454,Wigan,Sheffield United,NH,
2455,Everton,Chelsea,NH,
2456,Man City,Tottenham,NH,
2457,West Ham,Man United,H,
2458,Fulham,Middlesbrough,H,
2459,Arsenal,Blackburn,H,
2460,Aston Villa,Man United,NH,
2461,Fulham,West Ham,NH,
2462,Liverpool,Watford,H,
2463,Man City,Bolton,NH,
2464,Middlesbrough,Charlton,H,
2465,Newcastle,Tottenham,H,
2466,Portsmouth,Sheffield United,H,
2467,Reading,Everton,NH,
2468,Wigan,Chelsea,NH,
2469,Blackburn,Liverpool,H,
2470,Bolton,Newcastle,H,
2471,Chelsea,Reading,NH,
2472,Everton,Middlesbrough,NH,
2473,Man United,Wigan,H,
2474,Sheffield United,Man City,NH,
2475,Tottenham,Aston Villa,H,
2476,Watford,Arsenal,NH,
2477,West Ham,Portsmouth,NH,
2478,Charlton,Fulham,NH,
2479,Blackburn,Middlesbrough,H,
2480,Bolton,Portsmouth,H,
2481,Charlton,Aston Villa,H,
2482,Chelsea,Fulham,NH,
2483,Everton,Newcastle,H,
2484,Man United,Reading,H,
2485,Sheffield United,Arsenal,H,
2486,Tottenham,Liverpool,NH,
2487,West Ham,Man City,NH,
2488,Fulham,Watford,NH,
2489,Liverpool,Bolton,H,
2490,Man City,Everton,H,
2491,Middlesbrough,Sheffield United,H,
2492,Newcastle,Man United,NH,
2493,Portsmouth,Tottenham,NH,
2494,Reading,West Ham,H,
2495,Wigan,Blackburn,NH,
2496,Arsenal,Charlton,H,
2497,Aston Villa,Chelsea,NH,
2498,Blackburn,Arsenal,NH,
2499,Bolton,Man City,NH,
2500,Charlton,Middlesbrough,NH,
2501,Chelsea,Wigan,H,
2502,Man United,Aston Villa,H,
2503,Sheffield United,Portsmouth,NH,
2504,Watford,Liverpool,NH,
2505,West Ham,Fulham,NH,
2506,Everton,Reading,NH,
2507,Tottenham,Newcastle,NH,
2508,Aston Villa,Watford,H,
2509,Fulham,Tottenham,NH,
2510,Liverpool,Chelsea,H,
2511,Man City,Blackburn,NH,
2512,Middlesbrough,Bolton,H,
2513,Newcastle,West Ham,NH,
2514,Portsmouth,Charlton,NH,
2515,Reading,Sheffield United,H,
2516,Arsenal,Man United,H,
2517,Wigan,Everton,NH,
2518,Watford,Blackburn,H,
2519,Portsmouth,Middlesbrough,NH,
2520,Reading,Wigan,H,
2521,Sheffield United,Fulham,H,
2522,West Ham,Liverpool,NH,
2523,Bolton,Charlton,NH,
2524,Chelsea,Blackburn,H,
2525,Man United,Watford,H,
2526,Newcastle,Aston Villa,H,
2527,Aston Villa,West Ham,H,
2528,Blackburn,Sheffield United,H,
2529,Charlton,Chelsea,NH,
2530,Fulham,Newcastle,H,
2531,Liverpool,Everton,NH,
2532,Man City,Reading,NH,
2533,Middlesbrough,Arsenal,NH,
2534,Watford,Bolton,NH,
2535,Wigan,Portsmouth,H,
2536,Tottenham,Man United,NH,
2537,Chelsea,Middlesbrough,H,
2538,Everton,Blackburn,H,
2539,Man United,Charlton,H,
2540,Newcastle,Liverpool,H,
2541,Portsmouth,Man City,H,
2542,Reading,Aston Villa,H,
2543,Sheffield United,Tottenham,H,
2544,West Ham,Watford,NH,
2545,Arsenal,Wigan,H,
2546,Bolton,Fulham,H,
2547,Everton,Tottenham,NH,
2548,Watford,Wigan,NH,
2549,Charlton,West Ham,H,
2550,Fulham,Man United,NH,
2551,Liverpool,Sheffield United,H,
2552,Middlesbrough,Reading,H,
2553,Watford,Everton,NH,
2554,Blackburn,Portsmouth,H,
2555,Tottenham,Bolton,H,
2556,Wigan,Newcastle,H,
2557,Arsenal,Reading,H,
2558,Fulham,Aston Villa,NH,
2559,Liverpool,Man United,NH,
2560,Man City,Wigan,NH,
2561,Newcastle,Middlesbrough,NH,
2562,Portsmouth,Chelsea,NH,
2563,Sheffield United,Everton,NH,
2564,Watford,Charlton,NH,
2565,Bolton,Blackburn,NH,
2566,West Ham,Tottenham,NH,
2567,Aston Villa,Arsenal,NH,
2568,Man City,Chelsea,NH,
2569,Blackburn,West Ham,NH,
2570,Chelsea,Sheffield United,H,
2571,Man United,Bolton,H,
2572,Middlesbrough,Man City,NH,
2573,Reading,Portsmouth,NH,
2574,Tottenham,Watford,H,
2575,Wigan,Fulham,NH,
2576,Aston Villa,Liverpool,NH,
2577,Charlton,Newcastle,H,
2578,Everton,Arsenal,H,
2579,Bolton,Sheffield United,H,
2580,Charlton,Wigan,H,
2581,Fulham,Portsmouth,NH,
2582,Liverpool,Arsenal,H,
2583,Man United,Blackburn,H,
2584,Newcastle,Man City,NH,
2585,Watford,Chelsea,NH,
2586,West Ham,Middlesbrough,H,
2587,Tottenham,Reading,H,
2588,Aston Villa,Everton,NH,
2589,Everton,Fulham,H,
2590,Man City,Charlton,NH,
2591,Arsenal,West Ham,NH,
2592,Blackburn,Aston Villa,NH,
2593,Chelsea,Tottenham,H,
2594,Middlesbrough,Watford,H,
2595,Portsmouth,Man United,H,
2596,Reading,Liverpool,NH,
2597,Sheffield United,Newcastle,NH,
2598,Wigan,Bolton,NH,
2599,Aston Villa,Wigan,NH,
2600,Bolton,Everton,NH,
2601,Charlton,Reading,NH,
2602,Fulham,Man City,NH,
2603,Newcastle,Arsenal,NH,
2604,Watford,Portsmouth,H,
2605,Arsenal,Bolton,H,
2606,Man City,Liverpool,NH,
2607,Middlesbrough,Aston Villa,NH,
2608,Portsmouth,Newcastle,H,
2609,Reading,Fulham,H,
2610,Sheffield United,West Ham,H,
2611,Everton,Charlton,H,
2612,Wigan,Tottenham,NH,
2613,Arsenal,Man City,H,
2614,Man United,Sheffield United,H,
2615,Blackburn,Watford,H,
2616,Liverpool,Middlesbrough,H,
2617,West Ham,Chelsea,NH,
2618,Bolton,Reading,NH,
2619,Charlton,Sheffield United,NH,
2620,Fulham,Blackburn,NH,
2621,Liverpool,Wigan,H,
2622,Man United,Middlesbrough,NH,
2623,Tottenham,Arsenal,NH,
2624,Watford,Man City,NH,
2625,West Ham,Everton,H,
2626,Aston Villa,Portsmouth,NH,
2627,Newcastle,Chelsea,NH,
2628,Blackburn,Charlton,H,
2629,Chelsea,Bolton,NH,
2630,Everton,Man United,NH,
2631,Man City,Aston Villa,NH,
2632,Middlesbrough,Tottenham,NH,
2633,Portsmouth,Liverpool,H,
2634,Sheffield United,Watford,H,
2635,Wigan,West Ham,NH,
2636,Arsenal,Fulham,H,
2637,Reading,Newcastle,H,
2638,Aston Villa,Sheffield United,H,
2639,Everton,Portsmouth,H,
2640,Fulham,Liverpool,H,
2641,Man City,Man United,NH,
2642,Newcastle,Blackburn,NH,
2643,Reading,Watford,NH,
2644,West Ham,Bolton,H,
2645,Wigan,Middlesbrough,NH,
2646,Arsenal,Chelsea,NH,
2647,Charlton,Tottenham,NH,
2648,Chelsea,Man United,NH,
2649,Tottenham,Blackburn,NH,
2650,Blackburn,Reading,NH,
2651,Bolton,Aston Villa,NH,
2652,Chelsea,Everton,NH,
2653,Liverpool,Charlton,NH,
2654,Man United,West Ham,NH,
2655,Middlesbrough,Fulham,H,
2656,Portsmouth,Arsenal,NH,
2657,Sheffield United,Wigan,NH,
2658,Tottenham,Man City,H,
2659,Watford,Newcastle,NH,
2660,Aston Villa,Liverpool,NH,
2661,Bolton,Newcastle,NH,
2662,Derby,Portsmouth,NH,
2663,Everton,Wigan,H,
2664,Middlesbrough,Blackburn,NH,
2665,Sunderland,Tottenham,H,
2666,West Ham,Man City,NH,
2667,Arsenal,Fulham,H,
2668,Chelsea,Birmingham,H,
2669,Man United,Reading,NH,
2670,Tottenham,Everton,NH,
2671,Birmingham,Sunderland,NH,
2672,Fulham,Bolton,H,
2673,Man City,Derby,H,
2674,Portsmouth,Man United,NH,
2675,Reading,Chelsea,NH,
2676,Wigan,Middlesbrough,H,
2677,Birmingham,West Ham,NH,
2678,Fulham,Middlesbrough,NH,
2679,Newcastle,Aston Villa,NH,
2680,Portsmouth,Bolton,H,
2681,Reading,Everton,H,
2682,Tottenham,Derby,H,
2683,Wigan,Sunderland,H,
2684,Blackburn,Arsenal,NH,
2685,Liverpool,Chelsea,NH,
2686,Man City,Man United,H,
2687,Arsenal,Man City,H,
2688,Aston Villa,Fulham,H,
2689,Bolton,Reading,H,
2690,Chelsea,Portsmouth,H,
2691,Derby,Birmingham,NH,
2692,Everton,Blackburn,NH,
2693,Sunderland,Liverpool,NH,
2694,West Ham,Wigan,NH,
2695,Man United,Tottenham,H,
2696,Middlesbrough,Newcastle,NH,
2697,Bolton,Everton,NH,
2698,Fulham,Tottenham,NH,
2699,Liverpool,Derby,H,
2700,Man United,Sunderland,H,
2701,Middlesbrough,Birmingham,H,
2702,Newcastle,Wigan,H,
2703,Reading,West Ham,NH,
2704,Arsenal,Portsmouth,H,
2705,Aston Villa,Chelsea,H,
2706,Blackburn,Man City,H,
2707,Birmingham,Bolton,H,
2708,Chelsea,Blackburn,NH,
2709,Everton,Man United,NH,
2710,Portsmouth,Liverpool,NH,
2711,Sunderland,Reading,H,
2712,Tottenham,Arsenal,NH,
2713,West Ham,Middlesbrough,H,
2714,Wigan,Fulham,NH,
2715,Man City,Aston Villa,H,
2716,Derby,Newcastle,H,
2717,Arsenal,Derby,H,
2718,Fulham,Man City,NH,
2719,Liverpool,Birmingham,NH,
2720,Middlesbrough,Sunderland,NH,
2721,Reading,Wigan,H,
2722,Aston Villa,Everton,H,
2723,Blackburn,Portsmouth,NH,
2724,Bolton,Tottenham,NH,
2725,Man United,Chelsea,H,
2726,Newcastle,West Ham,H,
2727,Birmingham,Man United,NH,
2728,Chelsea,Fulham,NH,
2729,Derby,Bolton,NH,
2730,Man City,Newcastle,H,
2731,Portsmouth,Reading,H,
2732,Sunderland,Blackburn,NH,
2733,West Ham,Arsenal,NH,
2734,Wigan,Liverpool,NH,
2735,Everton,Middlesbrough,H,
2736,Tottenham,Aston Villa,NH,
2737,Aston Villa,West Ham,H,
2738,Man United,Wigan,H,
2739,Arsenal,Sunderland,H,
2740,Blackburn,Birmingham,H,
2741,Bolton,Chelsea,NH,
2742,Fulham,Portsmouth,NH,
2743,Liverpool,Tottenham,NH,
2744,Man City,Middlesbrough,H,
2745,Newcastle,Everton,H,
2746,Reading,Derby,H,
2747,Arsenal,Bolton,H,
2748,Aston Villa,Man United,NH,
2749,Blackburn,Reading,H,
2750,Everton,Liverpool,NH,
2751,Fulham,Derby,NH,
2752,Man City,Birmingham,H,
2753,Middlesbrough,Chelsea,NH,
2754,Wigan,Portsmouth,NH,
2755,West Ham,Sunderland,H,
2756,Newcastle,Tottenham,H,
2757,Birmingham,Wigan,H,
2758,Chelsea,Man City,H,
2759,Man United,Middlesbrough,H,
2760,Portsmouth,West Ham,NH,
2761,Reading,Newcastle,H,
2762,Sunderland,Fulham,NH,
2763,Bolton,Aston Villa,NH,
2764,Derby,Everton,NH,
2765,Liverpool,Arsenal,NH,
2766,Tottenham,Blackburn,NH,
2767,Arsenal,Man United,NH,
2768,Aston Villa,Derby,H,
2769,Blackburn,Liverpool,NH,
2770,Everton,Birmingham,H,
2771,Fulham,Reading,H,
2772,Middlesbrough,Tottenham,NH,
2773,Newcastle,Portsmouth,NH,
2774,Wigan,Chelsea,NH,
2775,West Ham,Bolton,NH,
2776,Man City,Sunderland,H,
2777,Derby,West Ham,NH,
2778,Liverpool,Fulham,H,
2779,Sunderland,Newcastle,NH,
2780,Birmingham,Aston Villa,NH,
2781,Bolton,Middlesbrough,NH,
2782,Chelsea,Everton,NH,
2783,Man United,Blackburn,H,
2784,Portsmouth,Man City,NH,
2785,Tottenham,Wigan,H,
2786,Reading,Arsenal,NH,
2787,Arsenal,Wigan,H,
2788,Birmingham,Portsmouth,NH,
2789,Bolton,Man United,H,
2790,Derby,Chelsea,NH,
2791,Everton,Sunderland,H,
2792,Man City,Reading,H,
2793,Middlesbrough,Aston Villa,NH,
2794,Newcastle,Liverpool,NH,
2795,Fulham,Blackburn,NH,
2796,West Ham,Tottenham,NH,
2797,Blackburn,Aston Villa,NH,
2798,Aston Villa,Arsenal,NH,
2799,Blackburn,Newcastle,H,
2800,Chelsea,West Ham,H,
2801,Portsmouth,Everton,NH,
2802,Reading,Middlesbrough,NH,
2803,Sunderland,Derby,H,
2804,Wigan,Man City,NH,
2805,Liverpool,Bolton,H,
2806,Tottenham,Birmingham,NH,
2807,Man United,Fulham,H,
2808,Newcastle,Arsenal,NH,
2809,Aston Villa,Portsmouth,NH,
2810,Chelsea,Sunderland,H,
2811,Everton,Fulham,H,
2812,Man United,Derby,H,
2813,Newcastle,Birmingham,H,
2814,Reading,Liverpool,H,
2815,Blackburn,West Ham,NH,
2816,Bolton,Wigan,H,
2817,Middlesbrough,Arsenal,H,
2818,Tottenham,Man City,H,
2819,Birmingham,Reading,NH,
2820,Derby,Middlesbrough,NH,
2821,Fulham,Newcastle,NH,
2822,Man City,Bolton,H,
2823,Portsmouth,Tottenham,NH,
2824,Sunderland,Aston Villa,NH,
2825,West Ham,Everton,NH,
2826,Wigan,Blackburn,H,
2827,Arsenal,Chelsea,H,
2828,Liverpool,Man United,NH,
2829,Arsenal,Tottenham,H,
2830,Aston Villa,Man City,NH,
2831,Bolton,Birmingham,H,
2832,Fulham,Wigan,NH,
2833,Liverpool,Portsmouth,H,
2834,Middlesbrough,West Ham,NH,
2835,Reading,Sunderland,H,
2836,Blackburn,Chelsea,NH,
2837,Man United,Everton,H,
2838,Newcastle,Derby,NH,
2839,Birmingham,Middlesbrough,H,
2840,Chelsea,Aston Villa,NH,
2841,Derby,Liverpool,NH,
2842,Everton,Bolton,H,
2843,Portsmouth,Arsenal,NH,
2844,Sunderland,Man United,NH,
2845,Tottenham,Fulham,H,
2846,West Ham,Reading,NH,
2847,Wigan,Newcastle,H,
2848,Man City,Blackburn,NH,
2849,Birmingham,Fulham,NH,
2850,Chelsea,Newcastle,H,
2851,Everton,Arsenal,NH,
2852,Portsmouth,Middlesbrough,NH,
2853,Sunderland,Bolton,H,
2854,Tottenham,Reading,H,
2855,West Ham,Man United,H,
2856,Wigan,Aston Villa,NH,
2857,Derby,Blackburn,NH,
2858,Man City,Liverpool,NH,
2859,Arsenal,West Ham,H,
2860,Aston Villa,Tottenham,H,
2861,Fulham,Chelsea,NH,
2862,Man United,Birmingham,H,
2863,Middlesbrough,Everton,NH,
2864,Reading,Portsmouth,NH,
2865,Blackburn,Sunderland,H,
2866,Bolton,Derby,H,
2867,Liverpool,Wigan,NH,
2868,Newcastle,Man City,NH,
2869,Arsenal,Birmingham,NH,
2870,Aston Villa,Reading,H,
2871,Chelsea,Tottenham,H,
2872,Derby,Wigan,NH,
2873,Everton,Man City,H,
2874,Man United,Newcastle,H,
2875,Middlesbrough,Liverpool,NH,
2876,West Ham,Fulham,H,
2877,Bolton,Blackburn,NH,
2878,Sunderland,Portsmouth,H,
2879,Birmingham,Chelsea,NH,
2880,Blackburn,Middlesbrough,NH,
2881,Fulham,Arsenal,NH,
2882,Newcastle,Bolton,NH,
2883,Portsmouth,Derby,H,
2884,Reading,Man United,NH,
2885,Tottenham,Sunderland,H,
2886,Man City,West Ham,NH,
2887,Wigan,Everton,NH,
2888,Liverpool,Aston Villa,NH,
2889,Aston Villa,Blackburn,NH,
2890,Arsenal,Newcastle,H,
2891,Bolton,Fulham,NH,
2892,Middlesbrough,Wigan,H,
2893,Sunderland,Birmingham,H,
2894,Chelsea,Reading,H,
2895,Derby,Man City,NH,
2896,Everton,Tottenham,NH,
2897,Man United,Portsmouth,H,
2898,West Ham,Liverpool,H,
2899,Birmingham,Derby,NH,
2900,Blackburn,Everton,NH,
2901,Liverpool,Sunderland,H,
2902,Man City,Arsenal,NH,
2903,Portsmouth,Chelsea,NH,
2904,Reading,Bolton,NH,
2905,Tottenham,Man United,NH,
2906,Wigan,West Ham,H,
2907,Fulham,Aston Villa,H,
2908,Newcastle,Middlesbrough,NH,
2909,Aston Villa,Newcastle,H,
2910,Bolton,Portsmouth,NH,
2911,Derby,Tottenham,NH,
2912,Everton,Reading,H,
2913,Middlesbrough,Fulham,H,
2914,Sunderland,Wigan,H,
2915,West Ham,Birmingham,NH,
2916,Chelsea,Liverpool,NH,
2917,Man United,Man City,NH,
2918,Arsenal,Blackburn,H,
2919,Birmingham,Arsenal,NH,
2920,Fulham,West Ham,NH,
2921,Liverpool,Middlesbrough,H,
2922,Newcastle,Man United,NH,
2923,Portsmouth,Sunderland,H,
2924,Wigan,Derby,H,
2925,Blackburn,Bolton,H,
2926,Reading,Aston Villa,NH,
2927,Man City,Everton,NH,
2928,Arsenal,Aston Villa,NH,
2929,Birmingham,Tottenham,H,
2930,Derby,Sunderland,NH,
2931,Fulham,Man United,NH,
2932,Man City,Wigan,NH,
2933,Middlesbrough,Reading,NH,
2934,Newcastle,Blackburn,NH,
2935,West Ham,Chelsea,NH,
2936,Bolton,Liverpool,NH,
2937,Everton,Portsmouth,H,
2938,Liverpool,West Ham,H,
2939,Blackburn,Fulham,NH,
2940,Liverpool,Newcastle,H,
2941,Reading,Man City,H,
2942,Sunderland,Everton,NH,
2943,Tottenham,West Ham,H,
2944,Wigan,Arsenal,NH,
2945,Aston Villa,Middlesbrough,NH,
2946,Chelsea,Derby,H,
2947,Portsmouth,Birmingham,H,
2948,Arsenal,Middlesbrough,NH,
2949,Derby,Man United,NH,
2950,Liverpool,Reading,H,
2951,Portsmouth,Aston Villa,H,
2952,Sunderland,Chelsea,NH,
2953,West Ham,Blackburn,H,
2954,Fulham,Everton,H,
2955,Man City,Tottenham,H,
2956,Wigan,Bolton,H,
2957,Birmingham,Newcastle,NH,
2958,Man United,Bolton,H,
2959,Tottenham,Chelsea,NH,
2960,Aston Villa,Sunderland,NH,
2961,Blackburn,Wigan,H,
2962,Bolton,Man City,NH,
2963,Everton,West Ham,NH,
2964,Middlesbrough,Derby,H,
2965,Newcastle,Fulham,H,
2966,Reading,Birmingham,H,
2967,Tottenham,Portsmouth,H,
2968,Chelsea,Arsenal,H,
2969,Man United,Liverpool,H,
2970,Birmingham,Man City,H,
2971,Bolton,Arsenal,NH,
2972,Derby,Fulham,NH,
2973,Man United,Aston Villa,H,
2974,Portsmouth,Wigan,H,
2975,Reading,Blackburn,NH,
2976,Sunderland,West Ham,H,
2977,Chelsea,Middlesbrough,H,
2978,Liverpool,Everton,H,
2979,Tottenham,Newcastle,NH,
2980,Arsenal,Liverpool,NH,
2981,Aston Villa,Bolton,H,
2982,Blackburn,Tottenham,NH,
2983,Fulham,Sunderland,NH,
2984,Man City,Chelsea,NH,
2985,Newcastle,Reading,H,
2986,Wigan,Birmingham,H,
2987,Everton,Derby,H,
2988,Middlesbrough,Man United,NH,
2989,West Ham,Portsmouth,NH,
2990,Birmingham,Everton,NH,
2991,Bolton,West Ham,H,
2992,Derby,Aston Villa,NH,
2993,Portsmouth,Newcastle,NH,
2994,Reading,Fulham,NH,
2995,Sunderland,Man City,NH,
2996,Tottenham,Middlesbrough,NH,
2997,Liverpool,Blackburn,H,
2998,Man United,Arsenal,H,
2999,Chelsea,Wigan,NH,
3000,Everton,Chelsea,NH,
3001,Arsenal,Reading,H,
3002,Blackburn,Man United,NH,
3003,Fulham,Liverpool,NH,
3004,Middlesbrough,Bolton,NH,
3005,West Ham,Derby,H,
3006,Wigan,Tottenham,NH,
3007,Aston Villa,Birmingham,H,
3008,Man City,Portsmouth,H,
3009,Newcastle,Sunderland,H,
3010,Birmingham,Liverpool,NH,
3011,Chelsea,Man United,H,
3012,Man City,Fulham,NH,
3013,Sunderland,Middlesbrough,H,
3014,Tottenham,Bolton,NH,
3015,West Ham,Newcastle,NH,
3016,Wigan,Reading,NH,
3017,Everton,Aston Villa,NH,
3018,Portsmouth,Blackburn,NH,
3019,Derby,Arsenal,NH,
3020,Aston Villa,Wigan,NH,
3021,Blackburn,Derby,H,
3022,Bolton,Sunderland,H,
3023,Fulham,Birmingham,H,
3024,Man United,West Ham,H,
3025,Middlesbrough,Portsmouth,H,
3026,Reading,Tottenham,NH,
3027,Arsenal,Everton,H,
3028,Liverpool,Man City,H,
3029,Newcastle,Chelsea,NH,
3030,Birmingham,Blackburn,H,
3031,Chelsea,Bolton,NH,
3032,Derby,Reading,NH,
3033,Everton,Newcastle,H,
3034,Middlesbrough,Man City,H,
3035,Portsmouth,Fulham,NH,
3036,Sunderland,Arsenal,NH,
3037,Tottenham,Liverpool,NH,
3038,West Ham,Aston Villa,NH,
3039,Wigan,Man United,NH,
3040,Arsenal,West Brom,H,
3041,Bolton,Stoke,H,
3042,Everton,Blackburn,NH,
3043,Hull,Fulham,H,
3044,Middlesbrough,Tottenham,H,
3045,Sunderland,Liverpool,NH,
3046,West Ham,Wigan,H,
3047,Aston Villa,Man City,H,
3048,Chelsea,Portsmouth,H,
3049,Man United,Newcastle,NH,
3050,Blackburn,Hull,NH,
3051,Fulham,Arsenal,H,
3052,Liverpool,Middlesbrough,H,
3053,Newcastle,Bolton,H,
3054,Stoke,Aston Villa,H,
3055,Tottenham,Sunderland,NH,
3056,West Brom,Everton,NH,
3057,Man City,West Ham,H,
3058,Wigan,Chelsea,NH,
3059,Portsmouth,Man United,NH,
3060,Arsenal,Newcastle,H,
3061,Bolton,West Brom,NH,
3062,Everton,Portsmouth,NH,
3063,Hull,Wigan,NH,
3064,Middlesbrough,Stoke,H,
3065,West Ham,Blackburn,H,
3066,Aston Villa,Liverpool,NH,
3067,Chelsea,Tottenham,NH,
3068,Sunderland,Man City,NH,
3069,Blackburn,Arsenal,NH,
3070,Fulham,Bolton,H,
3071,Liverpool,Man United,H,
3072,Man City,Chelsea,NH,
3073,Newcastle,Hull,NH,
3074,Portsmouth,Middlesbrough,H,
3075,West Brom,West Ham,H,
3076,Wigan,Sunderland,NH,
3077,Stoke,Everton,NH,
3078,Tottenham,Aston Villa,NH,
3079,Blackburn,Fulham,H,
3080,Bolton,Arsenal,NH,
3081,Liverpool,Stoke,NH,
3082,Sunderland,Middlesbrough,H,
3083,West Ham,Newcastle,H,
3084,Chelsea,Man United,NH,
3085,Hull,Everton,NH,
3086,Man City,Portsmouth,H,
3087,Tottenham,Wigan,NH,
3088,West Brom,Aston Villa,NH,
3089,Arsenal,Hull,NH,
3090,Aston Villa,Sunderland,H,
3091,Everton,Liverpool,NH,
3092,Fulham,West Ham,NH,
3093,Man United,Bolton,H,
3094,Middlesbrough,West Brom,NH,
3095,Newcastle,Blackburn,NH,
3096,Stoke,Chelsea,NH,
3097,Portsmouth,Tottenham,H,
3098,Wigan,Man City,H,
3099,Blackburn,Man United,NH,
3100,Sunderland,Arsenal,NH,
3101,West Brom,Fulham,H,
3102,Wigan,Middlesbrough,NH,
3103,Chelsea,Aston Villa,H,
3104,Everton,Newcastle,NH,
3105,Man City,Liverpool,NH,
3106,Portsmouth,Stoke,H,
3107,Tottenham,Hull,NH,
3108,West Ham,Bolton,NH,
3109,Arsenal,Everton,H,
3110,Aston Villa,Portsmouth,NH,
3111,Bolton,Blackburn,NH,
3112,Fulham,Sunderland,NH,
3113,Liverpool,Wigan,H,
3114,Man United,West Brom,H,
3115,Middlesbrough,Chelsea,NH,
3116,Hull,West Ham,H,
3117,Stoke,Tottenham,H,
3118,Newcastle,Man City,NH,
3119,Blackburn,Middlesbrough,NH,
3120,Everton,Man United,NH,
3121,Sunderland,Newcastle,H,
3122,West Brom,Hull,NH,
3123,Chelsea,Liverpool,NH,
3124,Man City,Stoke,H,
3125,Portsmouth,Fulham,NH,
3126,Tottenham,Bolton,H,
3127,West Ham,Arsenal,NH,
3128,Wigan,Aston Villa,NH,
3129,Newcastle,West Brom,H,
3130,Arsenal,Tottenham,NH,
3131,Aston Villa,Blackburn,H,
3132,Bolton,Everton,NH,
3133,Fulham,Wigan,H,
3134,Hull,Chelsea,NH,
3135,Liverpool,Portsmouth,H,
3136,Man United,West Ham,H,
3137,Middlesbrough,Man City,H,
3138,Stoke,Sunderland,H,
3139,Chelsea,Sunderland,H,
3140,Everton,Fulham,H,
3141,Man United,Hull,H,
3142,Middlesbrough,West Ham,NH,
3143,Portsmouth,Wigan,NH,
3144,Stoke,Arsenal,H,
3145,Tottenham,Liverpool,H,
3146,West Brom,Blackburn,NH,
3147,Bolton,Man City,H,
3148,Newcastle,Aston Villa,H,
3149,Arsenal,Man United,H,
3150,Hull,Bolton,NH,
3151,Liverpool,West Brom,H,
3152,Sunderland,Portsmouth,NH,
3153,West Ham,Everton,NH,
3154,Wigan,Stoke,NH,
3155,Aston Villa,Middlesbrough,NH,
3156,Blackburn,Chelsea,NH,
3157,Fulham,Newcastle,H,
3158,Man City,Tottenham,NH,
3159,Arsenal,Aston Villa,NH,
3160,Blackburn,Sunderland,NH,
3161,Bolton,Liverpool,NH,
3162,Fulham,Tottenham,H,
3163,Man United,Stoke,H,
3164,Newcastle,Wigan,NH,
3165,West Brom,Chelsea,NH,
3166,West Ham,Portsmouth,NH,
3167,Everton,Middlesbrough,NH,
3168,Hull,Man City,NH,
3169,Aston Villa,Man United,NH,
3170,Chelsea,Newcastle,NH,
3171,Liverpool,Fulham,NH,
3172,Man City,Arsenal,H,
3173,Middlesbrough,Bolton,NH,
3174,Portsmouth,Hull,NH,
3175,Stoke,West Brom,H,
3176,Sunderland,West Ham,NH,
3177,Tottenham,Blackburn,H,
3178,Wigan,Everton,H,
3179,Aston Villa,Fulham,NH,
3180,Middlesbrough,Newcastle,NH,
3181,Stoke,Hull,NH,
3182,Sunderland,Bolton,NH,
3183,Wigan,West Brom,H,
3184,Chelsea,Arsenal,NH,
3185,Man City,Man United,NH,
3186,Portsmouth,Blackburn,H,
3187,Tottenham,Everton,NH,
3188,Liverpool,West Ham,NH,
3189,Arsenal,Wigan,H,
3190,Blackburn,Liverpool,NH,
3191,Bolton,Chelsea,NH,
3192,Fulham,Man City,NH,
3193,Hull,Middlesbrough,H,
3194,Man United,Sunderland,H,
3195,Newcastle,Stoke,NH,
3196,Everton,Aston Villa,NH,
